Master,Special,CC,Code,Country,Year,Pop,GDPcoL,GDPcoP,GDPcoU,HCEcoL,HCEcoP,HCEcoU,GDPcuL,GDPcuP,GDPcuU,HCEcuL,HCEcuP,HCEcuU,Defl,DiffDefl,XR,RXR,Cont,Reg,TelluReg,EU
0,0,BRB_1984,BRB,Barbados,1984,255497,6905305888,,3452652944,4517066223,,2258533111,2750749476,,1375374738,1759686890,,879843445,0.398353023,0.78788153,2,2.538452705,N America,Latam & Carib,Latam & Carib,0
1,3,BLR_1984,BLR,Belarus,1984,9836583,36676427541,,23029294493,10655591563,,6690694066,335.1300936,,23110694672,161.0634199,,11106992751,9.14E-09,1.81E-08,1.45E-08,0.802382087,Europe,E Europe,Europe & C Asia,0
1,0,BEL_1984,BEL,Belgium,1984,9906371,2.24E+11,,2.48E+11,1.22E+11,,1.35E+11,1.19E+11,,83348024082,67474709662,,47105201539,0.534138101,1.056443706,1.432425878,1.355894185,Europe,W Europe,Europe & C Asia,1
0,0,BLZ_1984,BLZ,Belize,1984,160347,840933362.7,,420466681.4,480166703.9,,240083352,467079592,,233539796,286803153,,143401576.5,0.555429969,1.098555775,2,1.820572106,N America,Latam & Carib,Latam & Carib,0
1,0,BEN_1984,BEN,Benin,1984,4156819,1.33E+12,,2247842164,1.19E+12,,2017882882,4.96E+11,,1135586760,3.78E+11,,865679608.9,0.373096473,0.737927925,436.9566658,592.1400332,Africa,Africa,SSA,0
0,0,BMU_1984,BMU,Bermuda,1984,59190,4063918202,,4063918202,2456666919,,2456666919,1291037115,,1291037116,868341224,,868341224.4,0.31768285,0.628328229,1,1.591524865,N America,Northern America,Northern America,0
0,0,BTN_1984,BTN,Bhutan,1984,451476,12759180852,,198890009.6,13434498393,,209416854.1,1906852969,,167818612.5,1336032040,,117581715.4,0.149449482,0.295588284,11.36258333,38.44057412,Asia,S Asia,S Asia,0
1,0,BOL_1984,BOL,Bolivia,1984,6054123,74687355636,,10808589817,50378152766,,7290615451,23224000,,4036816781,14157000,,2460782603,0.00031095,0.000615011,0.005753048,9.354385052,S America,Latam & Carib,Latam & Carib,0
0,3,BIH_1984,BIH,Bosnia and Herzegovina,1984,4350577,6557446938,,3718445136,4386931320,,2487639410,1601.17149,,6072092592,1248.282143,,4733836947,2.44E-07,4.83E-07,2.64E-07,0.546013773,Europe,S Europe,Europe & C Asia,0
0,0,BWA_1984,BWA,Botswana,1984,1031439,23654932239,,2335366440,8630773973,,852085293.7,1259217795,,969842620.1,638417359,,491705538.6,0.05323278,0.10528632,1.298373333,12.33183317,Africa,Africa,SSA,0
1,0,BRA_1984,BRA,Brazil,1984,132383568,2.62E+12,,7.88E+11,1.39E+12,,4.17E+11,140,,1.75E+11,99,,1.24E+11,5.34E-11,1.06E-10,8.00E-10,7.576429985,S America,Latam & Carib,Latam & Carib,0
0,0,VGB_1984,VGB,British Virgin Islands,1984,13322,129907442,,129907442,66000336.37,,66000336.37,50548517,,50548517,25681509,,25681509,0.389111788,0.769603775,1,1.299369926,N America,Latam & Carib,Latam & Carib,0
0,0,BRN_1984,BRN,Brunei Darussalam,1984,218175,13885345884,,10099088198,1192456462,,867297299.3,10133891214,,4750818244,1042785390,,488862940.3,0.729826343,1.443485206,2.133083333,1.477731343,Asia,SE Asia,SE Asia & Pacific,0
1,0,BGR_1984,BGR,Bulgaria,1984,8968917,59205555784,,33555631254,37771577915,,21407604803,31671000,,15560491785,19197000,,9431807041,0.000534933,0.001058016,0.002035347,1.923739851,Europe,E Europe,Europe & C Asia,1
1,0,BFA_1984,BFA,Burkina Faso,1984,7531242,1.39E+12,,2349372808,1.28E+12,,2159424115,6.60E+11,,1509464968,4.80E+11,,1097505131,0.47450166,0.938491921,436.9566658,465.5944882,Africa,Africa,SSA,0
1,0,BDI_1984,BDI,Burundi,1984,4621103,2.40E+12,,1529591129,2.48E+12,,1578330133,1.20E+11,,1006196963,92484000000,,772572415.1,0.050096871,0.099083971,119.7091667,1208.158755,Africa,Africa,SSA,0
0,0,CPV_1984,CPV,Cabo Verde,1984,306136,35041187554,,352435086.6,21520722782,,216449793.1,12747606597,,150187552.9,9001548936,,106052896.8,0.363789229,0.719519616,84.87791667,117.9647015,Africa,Africa,SSA,0
1,0,KHM_1984,KHM,Cambodia,1984,7447853,8.04E+12,,1977735448,8.79E+12,,2161684082,21611214133,,981007552.5,20691737709,,939269346.1,0.002686314,0.005313119,22.02961035,4146.267318,Asia,SE Asia,SE Asia & Pacific,0
1,0,CMR_1984,CMR,Cameroon,1984,9757841,1.02E+13,,17275250773,7.24E+12,,12241225945,4.27E+12,,9765380114,2.71E+12,,6202029365,0.417475918,0.825703699,436.9566658,529.1930583,Africa,Africa,SSA,0
1,0,CAN_1984,CAN,Canada,1984,25444884,9.42E+11,,7.37E+11,4.74E+11,,3.71E+11,4.62E+11,,3.57E+11,2.48E+11,,1.92E+11,0.490218915,0.969578255,1.295066666,1.335701023,N America,Northern America,Northern America,0
0,0,CYM_1984,CYM,Cayman Islands,1984,18670,1054687010,,1286203671,568930449,,693817620.7,422454154,,506945188.1,226703159,,272043899.9,0.40054931,0.79222545,0.833332999,1.051888701,N America,Latam & Carib,Latam & Carib,0
0,0,CAF_1984,CAF,Central African Republic,1984,2478382,9.18E+11,,1550995580,8.45E+11,,1428609869,3.60E+11,,823717698.7,3.08E+11,,704738551.4,0.392224279,0.775759808,436.9566658,563.262831,Africa,Africa,SSA,0
1,0,TCD_1984,TCD,Chad,1984,4957558,1.14E+12,,1930069803,1.79E+12,,3018213441,4.37E+11,,999740434.2,4.20E+11,,962319268,0.382543544,0.756612792,436.9566658,577.5168893,Africa,Africa,SSA,0
1,0,CHL_1984,CHL,Chile,1984,12078135,3.35E+13,,51221037338,1.77E+13,,27129193346,2.12E+12,,21522697088,1.43E+12,,14563254928,0.063259419,0.125117484,98.4775,787.0802484,S America,Latam & Carib,Latam & Carib,0
1,0,CHN_1984,CHN,China,1984,1058171976,3.86E+12,,6.20E+11,1.91E+12,,3.07E+11,7.28E+11,,3.14E+11,3.69E+11,,1.59E+11,0.188631598,0.373084534,2.320041666,6.218541526,Asia,E Asia,E Asia,0
1,0,COL_1984,COL,Colombia,1984,29331238,2.57E+14,,93793223070,2.09E+14,,76241870467,5.42E+12,,53725008999,4.23E+12,,41931552518,0.021061596,0.041656624,100.8172417,2420.197123,S America,Latam & Carib,Latam & Carib,0
0,0,COM_1984,COM,Comoros,1984,345466,2.26E+11,,508673305.5,1.33E+11,,299708680.5,98409449603,,225217490,71109586092,,162739681.6,0.436132747,0.862604062,436.952963,506.5510146,Africa,Africa,SSA,0
1,0,COD_1984,COD,"Congo, Dem. Rep.",1984,29119673,2.72E+13,,29370050520,1.44E+13,,15505972981,0.84687,,7033560577,0.29182,,2423670277,3.11E-14,6.16E-14,1.20E-10,1954.972231,Africa,Africa,SSA,0
0,0,COG_1984,COG,"Congo, Rep.",1984,1996995,3.25E+12,,5500577949,1.09E+12,,1848201037,1.04E+12,,2373943219,5.78E+11,,1323360081,0.318734181,0.630407602,436.9566658,693.1335607,Africa,Africa,SSA,0
0,0,COK_1984,COK,Cook Islands,1984,17472,190655891,,132956216.8,100912430.9,,70372517.61,51949087,,29449721.03,27496180,,15587469.91,0.272475646,0.538915274,1.763992499,3.273227881,Oceania,Oceania,SE Asia & Pacific,0
0,0,CRI_1984,CRI,Costa Rica,1984,2664223,7.92E+12,,14817725867,5.38E+12,,10061512284,2.07E+11,,4655133658,1.55E+11,,3490703480,0.026171482,0.0517632,44.53268333,860.315495,N America,Latam & Carib,Latam & Carib,0
1,0,CIV_1984,CIV,Cote d'Ivoire,1984,9530107,8.35E+12,,14115608840,3.63E+12,,6132852131,2.99E+12,,6841410680,1.78E+12,,4082098157,0.357942018,0.707954724,436.9566658,617.2099018,Africa,Africa,SSA,0
1,3,HRV_1984,HRV,Croatia,1984,4693431,3.31E+11,,48323731211,1.54E+11,,22392937416,600364.6669,,13023263861,294462.8564,,6387563573,1.81E-06,3.58E-06,4.61E-05,12.86662176,Europe,S Europe,Europe & C Asia,1
9,0,CUB_1984,CUB,Cuba,1984,10031649,52450329456,,52494074518,33076705878,,33104292789,21118345282,,24039095369,11664374862,,13277603713,0.402635131,0.796350886,0.8785,1.103156931,N America,Latam & Carib,Latam & Carib,0
0,1,CUW_1984,CUW,Curacao,1984,150187,4345675805,,2427751846,3222353599,,1800197541,1503650207,,896820844.8,1072207604,,639495891.2,0.346010672,0.684356342,1.676645025,2.449959065,N America,Latam & Carib,Latam & Carib,0
1,0,CYP_1984,CYP,Cyprus,1984,534800,6013446348,,6669313570,3259738412,,3615267579,2563010637,,2549455365,1558179699,,1549938785,0.426213271,0.842984851,1.005316929,1.192568203,Asia,W Asia,Europe & C Asia,1
1,1,CZE_1984,CZE,Czechia,1984,10340628,2.69E+12,,1.09E+11,2.49E+12,,1.01E+11,5.91E+11,,16023094151,2.70E+11,,14835595671,0.219982285,0.435091412,36.90382679,84.81855953,Europe,E Europe,Europe & C Asia,1
1,0,DNK_1984,DNK,Denmark,1984,5116058,1.22E+12,,1.81E+11,6.07E+11,,90199363906,6.12E+11,,59105255834,3.22E+11,,31083392140,0.503059317,0.994974612,10.35659167,10.40890043,Europe,N Europe,Europe & C Asia,1
0,0,DJI_1984,DJI,Djibouti,1984,406017,1.19E+11,,667303488.1,77834062816,,437958940,60648172588,,341254959.1,41249407951,,232102047.3,0.511396816,1.011464913,177.721,175.7065398,Africa,Africa,SSA,0
0,0,DMA_1984,DMA,Dominica,1984,73851,722309805.8,,267522150.3,594151214.2,,220056005.2,294720000,,109155555.6,242428172,,89788211.85,0.408024365,0.807009969,2.7,3.345683576,N America,Latam & Carib,Latam & Carib,0
1,0,DOM_1984,DOM,Dominican Republic,1984,6331764,7.69E+11,,17072739825,5.54E+11,,12307360763,12959725529,,12959725534,9549536310,,9549536314,0.016849283,0.033325312,1,30.00722103,N America,Latam & Carib,Latam & Carib,0
1,0,ECU_1984,ECU,Ecuador,1984,8843462,36727855722,,36727855722,23941684976,,23941684976,16904408000,,16904408000,10704639000,,10704639000,0.460261229,0.910326519,1,1.098506941,S America,Latam & Carib,Latam & Carib,0
1,0,EGY_1984,EGY,Egypt,1984,47968642,5.90E+11,,76659738968,5.00E+11,,65029164820,34896709155,,21597069701,23710516343,,14674096398,0.059186102,0.117061084,1.615807591,13.80311489,Africa,Africa,MENA,0
1,0,SLV_1984,SLV,El Salvador,1984,4871035,10059211069,,10059211069,8354516720,,8354516720,1539125976,,1539125976,1213058880,,1213058880,0.153006629,0.302623778,1,3.304433003,N America,Latam & Carib,Latam & Carib,0
0,0,GNQ_1984,GNQ,Equatorial Guinea,1984,331552,2.41E+11,,407305635.4,1.79E+11,,302409028.2,30807760531,,70505299.37,18267462233,,41806118.69,0.127840358,0.252848732,436.9566658,1728.134693,Africa,Africa,SSA,0
9,1,ERI_1984,ERI,Eritrea,1984,1946305,9900151709,,643912306.3,10566023691,,595666938.7,1071809257,,236454422.6,1030695914,,227384308.9,0.108261902,0.214125532,4.532836583,21.16906158,Africa,Africa,SSA,0
1,3,EST_1984,EST,Estonia,1984,1511201,10344896196,,11473180699,4707934503,,5221413753,38137746.3,,6706524418,24614220.49,,4328411790,0.003686624,0.007291581,0.005686663,0.779894441,Europe,N Europe,Europe & C Asia,1
0,0,SWZ_1984,SWZ,Eswatini,1984,675239,14191168945,,1112253768,6090978969,,477389447.9,1060311386,,718719960.3,776184526,,526127814,0.074716282,0.147777412,1.4752775,9.983105533,Africa,Africa,SSA,0
1,1,ETH_1984,ETH,Ethiopia,1984,39374348,2.29E+11,,11111119923,2.44E+11,,8064346204,16338385563,,7973715367,12456175371,,6079058215,0.071461551,0.141340051,2.049030447,14.49716793,Africa,Africa,SSA,0
0,0,FJI_1984,FJI,Fiji,1984,700483,3919744816,,1868660089,2574460674,,1227322731,1276973707,,1179547053,690193202,,637534941.3,0.325779806,0.644342774,1.082596666,1.680156447,Oceania,Oceania,SE Asia & Pacific,0
1,0,FIN_1984,FIN,Finland,1984,4888204,1.15E+11,,1.27E+11,58965000000,,65396122601,53460000000,,52888307123,27682000000,,27385973023,0.466496217,0.922658375,1.010809438,1.095540305,Europe,N Europe,Europe & C Asia,1
1,0,FRA_1984,FRA,France,1984,56337666,1.25E+12,,1.38E+12,6.73E+11,,7.46E+11,7.07E+11,,5.31E+11,3.97E+11,,2.98E+11,0.566626204,1.120700218,1.332267206,1.188781072,Europe,W Europe,Europe & C Asia,1
0,0,PYF_1984,PYF,French Polynesia,1984,172249,3.39E+11,,3151904169,1.77E+11,,1648568294,2.49E+11,,1570197869,1.30E+11,,818645974.3,0.735676414,1.455055755,158.8925684,109.2003299,Oceania,Oceania,SE Asia & Pacific,0
0,0,GAB_1984,GAB,Gabon,1984,805115,4.92E+12,,8313512837,1.60E+12,,2709323156,1.97E+12,,4509498882,4.73E+11,,1082438442,0.400599449,0.792324618,436.9566658,551.4869234,Africa,Africa,SSA,0
0,0,GMB_1984,GMB,Gambia,1984,725694,24047224516,,565734409,19220121705,,452172107.7,3088899396,,861844303.3,2511997184,,700880859.3,0.128451389,0.254057259,3.584057334,14.10728177,Africa,Africa,SSA,0
0,3,GEO_1984,GEO,Georgia,1984,5163645,30024174066,,13230345394,18037113327,,7948169988,11194.69163,,10532417623,7080.797418,,6661899940,3.73E-07,7.37E-07,1.06E-06,1.441286093,Asia,W Asia,Europe & C Asia,0
1,0,DEU_1984,DEU,Germany,1984,77682295,1.75E+12,,1.95E+12,9.99E+11,,1.11E+12,1.06E+12,,7.25E+11,6.25E+11,,4.29E+11,0.601635235,1.189942743,1.455106868,1.222837717,Europe,W Europe,Europe & C Asia,1
1,0,GHA_1984,GHA,Ghana,1984,12405660,36326892332,,9903665415,23205976289,,6326558922,57391661,,8069698047,45278116,,6366442753,0.001579867,0.003124736,0.007111996,2.276030933,Africa,Africa,SSA,0
1,0,GRC_1984,GRC,Greece,1984,9916482,1.31E+11,,1.45E+11,78202695000,,86732011023,15885024200,,48021522975,9598176158,,29015948045,0.121279139,0.239871641,0.33078968,1.379027876,Europe,S Europe,Europe & C Asia,1
0,0,GRL_1984,GRL,Greenland,1984,52534,9024443807,,1341344943,6631532707,,985675466.8,4293426562,,414559799.2,3198476697,,308834875.4,0.475755255,0.94097134,10.35659167,11.00627748,N America,Northern America,Europe & C Asia,0
0,0,GRD_1984,GRD,Grenada,1984,98477,901264397.7,,333801628.8,529763358.9,,196208651.4,323866716,,119950635.6,251176369,,93028284.81,0.359347065,0.710733693,2.7,3.798891241,N America,Latam & Carib,Latam & Carib,0
1,0,GTM_1984,GTM,Guatemala,1984,8042897,1.65E+11,,21556588712,1.34E+11,,17450159048,8308568883,,8308568886,6696652046,,6696652049,0.050351393,0.099587377,1,10.0414333,N America,Latam & Carib,Latam & Carib,0
1,0,GIN_1984,GIN,Guinea,1984,5326362,2.03E+13,,2705707204,2.23E+13,,2975070227,4.46E+11,,2630703450,4.09E+11,,2411972451,0.022009353,0.043531143,169.4485912,3892.583055,Africa,Africa,SSA,0
0,0,GNB_1984,GNB,Guinea-Bissau,1984,851276,2.73E+11,,461422548.8,2.09E+11,,353290943.1,738314780,,458971673.9,622070739,,386708834.9,0.002704401,0.005348892,1.608628205,300.7404613,Africa,Africa,SSA,0
0,0,GUY_1984,GUY,Guyana,1984,775219,2.45E+11,,1188610153,1.67E+11,,808437771.6,2710989846,,707539903.2,1843890181,,481235989.2,0.011045068,0.02184546,3.831571666,175.3944116,S America,Latam & Carib,Latam & Carib,0
1,0,HTI_1984,HTI,Haiti,1984,6194687,3.55E+11,,6991642226,1.92E+11,,3782486729,12043160462,,2408632093,10296881786,,2059376357,0.033970213,0.067187901,5,74.41816081,N America,Latam & Carib,Latam & Carib,0
1,0,HND_1984,HND,Honduras,1984,4154860,1.54E+11,,7008378041,1.20E+11,,5465276820,7919043452,,3959521726,6008546888,,3004273444,0.051489202,0.101837788,2,19.63907535,N America,Latam & Carib,Latam & Carib,0
1,0,HKG_1984,HKG,Hong Kong,1984,5207839,6.46E+11,,83321813223,4.07E+11,,52520025692,2.62E+11,,33511383986,1.59E+11,,20374520338,0.405629526,0.802273342,7.818,9.744808392,Asia,E Asia,E Asia,0
1,0,HUN_1984,HUN,Hungary,1984,10616744,2.44E+13,,87280770721,1.28E+13,,45650378387,1.13E+12,,23417035737,5.57E+11,,11585306586,0.046143958,0.091265711,48.04220833,526.3993207,Europe,E Europe,Europe & C Asia,1
0,0,ISL_1984,ISL,Iceland,1984,238808,9.72E+11,,7367260087,5.76E+11,,4362658477,90921208000,,2868743267,55092844000,,1738287785,0.093551941,0.185031473,31.69374167,171.2883821,Europe,N Europe,Europe & C Asia,0
1,0,IND_1984,IND,India,1984,766833410,2.17E+13,,3.38E+11,1.66E+13,,2.58E+11,2.52E+12,,2.22E+11,1.88E+12,,1.66E+11,0.11636071,0.230143739,11.36258333,49.37168138,Asia,S Asia,S Asia,0
1,0,IDN_1984,IDN,Indonesia,1984,161523353,2.44E+15,,1.82E+11,1.38E+15,,1.03E+11,1.05E+14,,1.02E+11,5.87E+13,,57181374422,0.043031741,0.085110222,1025.944833,12054.30801,Asia,SE Asia,SE Asia & Pacific,0
1,0,IRN_1984,IRN,Iran,1984,45472791,5.19E+15,,1.79E+11,2.35E+15,,81014005466,1.49E+13,,1.66E+11,9.79E+12,,1.09E+11,0.002871479,0.005679348,90.0560106,15856.75053,Asia,S Asia,MENA,0
1,0,IRQ_1984,IRQ,Iraq,1984,15190393,6.28E+13,,53755160029,1.39E+13,,11908713357,62587408363,,16362877481,13865376004,,3624969538,0.000997406,0.001972717,3.824963454,1938.931943,Asia,W Asia,MENA,0
1,0,IRL_1984,IRL,Ireland,1984,3498530,56151687673,,62275971362,29043207140,,32210856184,23556610000,,20109769251,14111679000,,12046835620,0.4195174,0.829741439,1.171401308,1.41176667,Europe,N Europe,Europe & C Asia,1
1,0,ISR_1984,ISR,Israel,1984,3969172,3.07E+11,,78967554595,1.38E+11,,35447236288,8519254932,,29055163934,4308416917,,14693979793,0.027756008,0.054897151,0.293209667,5.341072533,Asia,W Asia,MENA,0
1,0,ITA_1984,ITA,Italy,1984,56863137,1.17E+12,,1.30E+12,6.88E+11,,7.64E+11,3.97E+11,,4.38E+11,2.35E+11,,2.59E+11,0.338615947,0.669730703,0.907394544,1.354864783,Europe,S Europe,Europe & C Asia,1
0,0,JAM_1984,JAM,Jamaica,1984,2306366,1.09E+12,,9329552971,6.65E+11,,5690687606,11606173098,,2943634177,7022658294,,1781132919,0.010641985,0.021048224,3.942804166,187.3224178,N America,Latam & Carib,Latam & Carib,0
1,0,JPN_1984,JPN,Japan,1984,121189266,3.12E+14,,2.58E+12,1.76E+14,,1.46E+12,3.13E+14,,1.32E+12,1.66E+14,,6.97E+11,1.003658516,1.985083483,237.5225,119.6536579,Asia,E Asia,E Asia,0
1,0,JOR_1984,JOR,Jordan,1984,2784463,8680446745,,12225981331,7787881620,,10968847353,1925902195,,5009304353,1500074397,,3901719010,0.221866714,0.438818525,0.384464999,0.876136666,Asia,W Asia,MENA,0
1,3,KAZ_1984,KAZ,Kazakhstan,1984,15483419,1.65E+13,,74475017170,1.05E+13,,47405141558,71619844.4,,35192824886,48137586.15,,23654025699,4.34E-06,8.58E-06,0.002035069,237.2383387,Asia,C Asia,Europe & C Asia,0
1,0,KEN_1984,KEN,Kenya,1984,19146400,1.90E+12,,19396612217,1.34E+12,,13634612894,1.33E+11,,9197712818,93786317900,,6506669296,0.069617517,0.137692831,14.413875,104.6813759,Africa,Africa,SSA,0
0,0,KIR_1984,KIR,Kiribati,1984,62744,131320253.8,,98656159.94,120504058.7,,90530343.53,45949237,,40323356,42164628,,37002122.7,0.349902134,0.692053059,1.139519166,1.646577746,Oceania,Oceania,SE Asia & Pacific,0
9,5,PRK_1984,PRK,"Korea, DPR",1984,16463458,1.90E+12,,17646711354,1.51E+12,,0,29360202170,,12251319042,23302159495,,0,0.015468846,0.030595019,2.396493151,78.32951992,Asia,E Asia,E Asia,0
1,0,KOR_1984,KOR,"Korea, Rep.",1984,40296228,2.55E+14,,2.25E+11,1.65E+14,,1.46E+11,7.86E+13,,97510740086,4.44E+13,,55144085172,0.308553169,0.610271113,805.9758333,1320.684883,Asia,E Asia,E Asia,0
0,3,XKX_1984,XKX,Kosovo,1984,1708219.019,7025150095,,7791360585,3775261507,,4187017118,6562668.575,,3463925231,4660678.745,,2460011886,0.000934168,0.001847641,0.001894576,1.025402322,Europe,E Europe,Europe & C Asia,0
1,0,KWT_1984,KWT,Kuwait,1984,1652150,10983412514,,36507690164,6139975606,,20408623163,6425000000,,21701541634,2735000000,,9237932509,0.584973021,1.156987425,0.296061916,0.255890349,Asia,W Asia,MENA,0
1,3,KGZ_1984,KGZ,Kyrgyzstan,1984,3913027,2.66E+11,,4127572346,3.10E+11,,4814096232,32016892.87,,3094013408,22848531.66,,2208011364,0.000120332,0.000237998,0.010348014,43.47946645,Asia,C Asia,Europe & C Asia,0
1,0,LAO_1984,LAO,Laos,1984,3586316,1.70E+13,,2082196277,1.24E+13,,1525731751,30323601107,,577634765.8,27562428627,,525037146.7,0.001787364,0.003535134,52.49614965,14849.83201,Asia,SE Asia,SE Asia & Pacific,0
1,3,LVA_1984,LVA,Latvia,1984,2564114,17357294488,,19250398683,14120129381,,15660166406,72463254.64,,11453062314,39750556.16,,6282709754,0.004174801,0.00825712,0.006326976,0.766244916,Europe,N Europe,Europe & C Asia,1
9,0,LBN_1984,LBN,Lebanon,1984,2638054,2.90E+13,,19240552319,2.46E+13,,16343444326,17208758721,,2642991314,15003284106,,2304265533,0.0005933,0.001173458,6.511091666,5548.637052,Asia,W Asia,MENA,0
0,0,LSO_1984,LSO,Lesotho,1984,1489691,7258349325,,568883818.9,10467287490,,820389073.9,511943620,,347015134.5,824414702,,558820087.8,0.070531687,0.13950092,1.4752775,10.57539622,Africa,Africa,SSA,0
0,0,LBR_1984,LBR,Liberia,1984,2111671,1742511157,,1742511157,1075603127,,1075603127,1091634773,,1091634773,724424421,,724424421,0.626472186,1.239066444,1,0.807059222,Africa,Africa,SSA,0
9,0,LBY_1984,LBY,Libya,1984,3746715,1.11E+11,,80261099369,17900262319,,12959842557,8566250732,,28934855394,3451122890,,11657111716,0.077272686,0.152833588,0.296053,1.937093821,Africa,Africa,MENA,0
0,0,LIE_1984,LIE,Liechtenstein,1984,27036,2335049963,,2426325091,1326552628,,1378406448,1490332434,,634269483.5,905399269,,385328208.4,0.638244345,1.26234998,2.349683333,1.861356494,Europe,W Europe,Europe & C Asia,0
1,3,LTU_1984,LTU,Lithuania,1984,3533479,21746052447,,24117824335,11058657164,,12264789277,30463803.52,,12142146066,16568547.56,,6603828194,0.001400889,0.002770745,0.002508931,0.905507759,Europe,N Europe,Europe & C Asia,1
1,0,LUX_1984,LUX,Luxembourg,1984,365795,14502129808,,16083830389,6688946527,,7418488377,6581722682,,4594808558,3455143796,,2412092555,0.453845247,0.897636685,1.432425878,1.595774662,Europe,W Europe,Europe & C Asia,1
0,0,MAC_1984,MAC,Macao,1984,271918,55470703181,,6946897703,18535428353,,2321292453,10384000000,,1292289695,5602000000,,697169382.8,0.187197915,0.370248928,8.03535,21.70256113,Asia,E Asia,E Asia,0
1,0,MDG_1984,MDG,Madagascar,1984,9780872,1.64E+13,,5605912231,1.27E+13,,4316248191,3.21E+11,,2782443656,2.72E+11,,2358703736,0.019513241,0.038594214,115.3285,2988.232876,Africa,Africa,SSA,0
1,0,MWI_1984,MWI,Malawi,1984,6964607,1.10E+12,,2200950031,8.55E+11,,1711019913,3049900887,,2157877491,2070552404,,1464965122,0.002773627,0.005485811,1.41338,257.6428511,Africa,Africa,SSA,0
1,0,MYS_1984,MYS,Malaysia,1984,15192298,2.14E+11,,54676108259,1.02E+11,,26026075948,79550000000,,33942902257,39594000000,,16894220892,0.372534002,0.736815443,2.343641666,3.180771641,Asia,SE Asia,SE Asia & Pacific,0
0,0,MDV_1984,MDV,Maldives,1984,182850,8395947003,,546385918.8,2512917779,,163534011,1061722852,,150598986.1,505978041,,71769934.9,0.126456593,0.250111856,7.05,28.18738832,Asia,S Asia,S Asia,0
1,0,MLI_1984,MLI,Mali,1984,7694855,5.48E+11,,926061011.1,4.90E+11,,828304258.9,5.05E+11,,1154593402,4.32E+11,,987948222.5,0.920780487,1.821163381,436.9566658,239.9327102,Africa,Africa,SSA,0
1,0,MLT_1984,MLT,Malta,1984,343100,2574166237,,2854922256,1523849399,,1690050744,1223829192,,1139589885,832510157,,775206344.4,0.475427412,0.940322917,1.073920722,1.142076518,Europe,S Europe,Europe & C Asia,1
0,0,MHL_1984,MHL,Marshall Islands,1984,36557,90245342.32,,90245342.32,77871706.98,,77871706.98,45566167,,45566167,31275187,,31275187,0.504914335,0.998643553,1,1.001358289,Oceania,Oceania,SE Asia & Pacific,0
0,0,MRT_1984,MRT,Mauritania,1984,1730738,75065735037,,2312050688,44773310451,,1379033499,10416661726,,1632620301,7525159056,,1179430394,0.138767198,0.274460355,6.380333333,23.2468304,Africa,Africa,SSA,0
0,0,MUS_1984,MUS,Mauritius,1984,1007501,89938998840,,2565529523,64539547468,,1841004643,15366526207,,1113489496,9924932703,,719180650.5,0.170854984,0.337925102,13.80033333,40.83843797,Africa,Africa,SSA,0
1,0,MEX_1984,MEX,Mexico,1984,74352631,8.74E+12,,5.51E+11,5.54E+12,,3.50E+11,35876708000,,2.14E+11,22240091293,,1.33E+11,0.00410679,0.008122605,0.167827583,20.66179402,N America,Latam & Carib,Latam & Carib,0
0,0,FSM_1984,FSM,Micronesia,1984,83195,176499280.3,,176499280.3,132861006.9,,132861006.9,89800000,,89800000,67597547,,67597547,0.508783944,1.00629705,1,0.993742354,Oceania,Oceania,SE Asia & Pacific,0
0,3,MDA_1984,MDA,Moldova,1984,4175933,1.65E+11,,8781868204,90762848201,,4823071343,11941012.14,,5653686644,6838602.233,,3237859041,7.23E-05,0.00014291,0.002112075,14.77905988,Europe,E Europe,Europe & C Asia,0
0,0,MCO_1984,MCO,Monaco,1984,28510,2408094180,,2670737255,1351207077,,1498578880,1353157259,,1015680077,759270829,,569908818.1,0.561920406,1.111392868,1.332267206,1.198736509,Europe,W Europe,Europe & C Asia,0
0,0,MNG_1984,MNG,Mongolia,1984,1871090,5.97E+12,,3027625762,2.36E+12,,1199520000,16682828437,,1137025391,9136064779,,622672448.1,0.002796618,0.005531283,14.67234468,2652.611237,Asia,E Asia,E Asia,0
0,3,MNE_1984,MNE,Montenegro,1984,609431,3.97E+11,,7139803401,1.63E+11,,2936393850,912543.7012,,2279947369,504472.1354,,1260399821,2.30E-06,4.55E-06,0.000400248,87.93294782,Europe,S Europe,Europe & C Asia,0
0,0,MSR_1984,MSR,Montserrat,1984,10932,271506830.4,,100558085.3,252967278.1,,93691584.49,112617278,,41710102.96,104927328,,38861973.33,0.414786169,0.820383786,2.7,3.291142569,N America,Latam & Carib,Latam & Carib,0
1,0,MAR_1984,MAR,Morocco,1984,22002643,2.81E+11,,28791990988,1.59E+11,,16297501029,1.32E+11,,14970417673,84813556117,,9626378886,0.469160326,0.927927577,8.810535833,9.494852886,Africa,Africa,MENA,0
1,0,MOZ_1984,MOZ,Mozambique,1984,12636116,1.05E+11,,2620665574,1.04E+11,,2605729811,288826226,,6805078040,248735746,,5860500227,0.002756483,0.005451903,0.04244275,7.784941561,Africa,Africa,SSA,0
1,0,MMR_1984,MMR,Myanmar,1984,37241527,9.06E+12,,7790424045,7.66E+12,,6588978414,54793293592,,6599004198,41996955751,,5057883349,0.00604965,0.011965286,8.303266971,693.9464138,Asia,SE Asia,SE Asia & Pacific,0
